id,name,imageUrl,category,location,Count,tasks,order
d58,ゆいまーる ブラックコーヒー 500ml,images/9e3dbfa75b.svg,コーヒー,通常飲料棚,3,,57
d59,あさひ 野菜ジュース 200ml,images/f177fb9dfd.svg,ジュース,通常飲料棚,0,,58
d60,サンサン ミネラルウォーター 600ml,images/607cd3a1b6.svg,水,冷大型飲料,0,,59
d61,なぎさ ジンジャーエール 500ml,images/115c026213.svg,炭酸,冷通常飲料,6,,60
d62,サンサン 麦茶 2L,images/f61fdd8614.svg,大型飲料,冷大型飲料,12,,61
d63,あおぞら スポーツドリンク 500ml,images/59a25ca6a6.svg,その他,エンド中央,12,,62
d64,しずく 緑茶 525ml,images/4a0c93c19c.svg,お茶,通常飲料棚,0,,63
d65,クリア 甘味カフェオレ 500ml,images/e52ae317e8.svg,コーヒー,冷通常飲料,6,,64
d66,サンサン トマトジュース 500ml,images/72435d4ef9.svg,ジュース,通常飲料棚,0,,65
d67,なぎさ 天然水 600ml,images/d8f7f59c21.svg,水,冷大型飲料,1,,66
d68,まごころ ぶどう炭酸 500ml,images/30919b4b0d.svg,炭酸,冷通常飲料,3,,67
d69,ゆいまーる コーラ風 1.5L,images/9c4b60b716.svg,大型飲料,通常大型飲料,0,,68
d70,ひまわり プロテイン飲料 200ml,images/4ba7782663.svg,その他,トマト棚,12,,69
d71,みらい 麦茶 2L,images/0c8ab06ebd.svg,お茶,冷通常飲料,0,,70
d72,みらい エスプレッソラテ 240ml,images/b8384b9d5d.svg,コーヒー,通常飲料棚,0,,71
d73,こもれび リンゴジュース 500ml,images/e4082e9c75.svg,ジュース,通常飲料棚,0,,72
d74,めぐみ 天然水 600ml,images/ed46c1c9a1.svg,水,冷通常飲料,3,,73
d75,あおぞら メロンソーダ 500ml,images/9d853ca7a3.svg,炭酸,エンド中央,0,,74
d76,めぐみ 麦茶 2L,images/7ed6925f7e.svg,大型飲料,冷大型飲料,12,,75
d77,つぼみ 豆乳ドリンク 200ml,images/8fa8ff9cc6.svg,その他,トマト棚,2,,76
d78,サンサン ルイボスティー 500ml,images/f031998be6.svg,お茶,冷通常飲料,0,,77
d79,ゆいまーる アイスコーヒー 1L,images/f818b7d6b4.svg,コーヒー,冷通常飲料,2,,78
d80,まごころ リンゴジュース 500ml,images/a926fff079.svg,ジュース,通常飲料棚,6,,79
d81,めぐみ 炭酸水 500ml,images/0c2ca08181.svg,水,通常飲料棚,0,,80
d82,こもれび メロンソーダ 500ml,images/080d5d4f99.svg,炭酸,エンド中央,1,,81
d83,クリア オレンジジュース 1L,images/723dc3ecba.svg,大型飲料,通常大型飲料,0,,82
d84,クリア ビタミン補給水 500ml,images/964596832c.svg,その他,エンド中央,1,,83
d85,めぐみ 緑茶 2L,images/9c7bb18ffd.svg,お茶,通常飲料棚,12,,84
d86,ひまわり ブラックコーヒー 500ml,images/468d438c96.svg,コーヒー,通常飲料棚,1,,85
d87,あおぞら リンゴジュース 500ml,images/d47a902f99.svg,ジュース,通常飲料棚,1,,86
d88,ひまわり 炭酸水 500ml,images/4ceac4cd39.svg,水,冷通常飲料,2,,87
d89,サンサン オレンジソーダ 500ml,images/bdf14572a0.svg,炭酸,エンド中央,6,,88
d90,ひまわり 緑茶 2L,images/0d03257d10.svg,大型飲料,通常大型飲料,3,,89
d91,しずく 豆乳ドリンク 200ml,images/7f1c6d8ed1.svg,その他,トマト棚,0,,90
d92,つぼみ ほうじ茶 500ml,images/23a6b54637.svg,お茶,冷通常飲料,0,,91
d93,あさひ エスプレッソラテ 240ml,images/4cb9314989.svg,コーヒー,冷通常飲料,12,,92
d94,みらい リンゴジュース 500ml,images/cddecf920d.svg,ジュース,通常飲料棚,0,,93
d95,こもれび 天然水 600ml,images/bc97e54ccf.svg,水,通常大型飲料,12,,94
d96,クリア クリームソーダ 500ml,images/40ba4e71b1.svg,炭酸,通常飲料棚,0,,95
d97,ひまわり オレンジジュース 1L,images/f557eb8f5b.svg,大型飲料,通常大型飲料,2,,96
d98,サンサン プロテイン飲料 200ml,images/fd49d950b1.svg,その他,エンド中央,0,,97
d99,つぼみ 煎茶 525ml,images/8b5ccbb8e5.svg,お茶,冷通常飲料,0,,98
d100,まごころ カフェオレ 500ml,images/761b809f6f.svg,コーヒー,通常飲料棚,0,,99
d101,まごころ トマトジュース 500ml,images/ed7f734cf0.svg,ジュース,通常飲料棚,0,,100
d102,あさひ アルカリイオン水 600ml,images/8b2e2f7409.svg,水,冷大型飲料,0,,101
d103,ひまわり ジンジャーエール 500ml,images/b1bcf2958a.svg,炭酸,エンド中央,0,,102
d104,なぎさ 緑茶 2L,images/de0e2e85b0.svg,大型飲料,冷大型飲料,0,,103
d105,サンサン ビタミン補給水 500ml,images/fac2b2717c.svg,その他,通常飲料棚,1,,104
d106,しずく ジャスミン茶 500ml,images/c1b6b7fd60.svg,お茶,通常飲料棚,0,,105
d107,ゆいまーる カフェオレ 500ml,images/7ef5a3fc56.svg,コーヒー,冷通常飲料,2,,106
d108,ひまわり リンゴジュース 500ml,images/2efc4f7aad.svg,ジュース,冷通常飲料,2,,107
d109,ゆいまーる 炭酸水 500ml,images/48d867c8f3.svg,水,冷大型飲料,12,,108
d110,つぼみ コーラ風 500ml,images/41c5481667.svg,炭酸,通常飲料棚,1,,109
d111,クリア スポーツ飲料 1L,images/b9e25c16b9.svg,大型飲料,冷大型飲料,0,,110
d112,あおぞら 黒酢ドリンク 150ml,images/323c540e10.svg,その他,通常飲料棚,2,,111
d113,なぎさ 抹茶ラテ 500ml,images/5aadfe831f.svg,お茶,通常飲料棚,3,,112
d114,ひまわり カフェラテ 500ml,images/317b21e00c.svg,コーヒー,冷通常飲料,0,,113
d115,こもれび 100%リンゴ 1L,images/beef10a753.svg,ジュース,通常飲料棚,2,,114
d116,ゆいまーる アルカリイオン水 600ml,images/cb3487c91b.svg,水,通常大型飲料,0,,115
d117,あさひ オレンジソーダ 500ml,images/ea537edec1.svg,炭酸,エンド中央,1,,116
d118,ゆいまーる リンゴジュース 1L,images/e38ce1e7a6.svg,大型飲料,冷大型飲料,3,,117
d119,こもれび クエン酸ドリンク 500ml,images/fc958ff179.svg,その他,トマト棚,3,,118
d120,ゆいまーる 玄米茶 500ml,images/772630e492.svg,お茶,通常飲料棚,1,,119
d121,なぎさ カフェラテ 500ml,images/0676a64448.svg,コーヒー,冷通常飲料,1,,120
d122,ほのか ミックスベリー 500ml,images/e6b3e488da.svg,ジュース,冷通常飲料,6,,121
d123,そよかぜ シリカ水 500ml,images/cb9141fe4c.svg,水,冷通常飲料,12,,122
d124,そよかぜ ジンジャーエール 500ml,images/780e9ed74e.svg,炭酸,エンド中央,0,,123
d125,ひまわり サイダー 1.5L,images/f2080a6536.svg,大型飲料,冷大型飲料,0,,124
d126,しずく プロテイン飲料 200ml,images/4018c0ffb7.svg,その他,エンド中央,1,,125
d127,サンサン ジャスミン茶 500ml,images/7b933d782f.svg,お茶,通常飲料棚,0,,126
d128,みらい カフェオレ 500ml,images/951d6e7aa5.svg,コーヒー,冷通常飲料,0,,127
d129,そよかぜ トマトジュース 500ml,images/f2e6866c6d.svg,ジュース,通常飲料棚,3,,128
d130,ゆいまーる 天然水 2L,images/7499469da5.svg,水,通常飲料棚,0,,129
d131,ほのか クリームソーダ 500ml,images/d66a11b161.svg,炭酸,通常飲料棚,0,,130
d132,ほのか サイダー 1.5L,images/85f7376a4a.svg,大型飲料,冷大型飲料,0,,131
d133,こもれび プロテイン飲料 200ml,images/b45f89b026.svg,その他,トマト棚,6,,132
d134,クリア 黒豆茶 500ml,images/6dc3752631.svg,お茶,冷通常飲料,6,,133
d135,めぐみ 甘味カフェオレ 500ml,images/0cfa060b5f.svg,コーヒー,冷通常飲料,0,,134
d136,あさひ グレープフルーツ 500ml,images/f5c4a2f9a4.svg,ジュース,冷通常飲料,1,,135
d137,ほのか ミネラルウォーター 600ml,images/84a22ddab5.svg,水,通常大型飲料,12,,136
d138,そよかぜ メロンソーダ 500ml,images/13c0a4cc45.svg,炭酸,冷通常飲料,6,,137
d139,あおぞら 炭酸水 1.5L,images/3ea48bf2b8.svg,大型飲料,通常大型飲料,1,,138
d140,つぼみ 甘酒 190ml,images/4f18e5bf94.svg,その他,エンド中央,0,,139
d141,クリア ほうじ茶 500ml,images/b6e367ea9c.svg,お茶,通常飲料棚,3,,140
d142,あさひ 微糖コーヒー 500ml,images/2ba3e0398b.svg,コーヒー,通常飲料棚,0,,141
d143,なぎさ トマトジュース 500ml,images/c028aeb78e.svg,ジュース,冷通常飲料,12,,142
d144,みらい ミネラルウォーター 600ml,images/07f0ddb42e.svg,水,冷大型飲料,3,,143
d145,まごころ コーラ風 500ml,images/75daab6bab.svg,炭酸,エンド中央,3,,144
d146,そよかぜ 緑茶 2L,images/93ad775d33.svg,大型飲料,冷大型飲料,1,,145
d147,ほのか 黒酢ドリンク 150ml,images/d114cc76a9.svg,その他,通常飲料棚,12,,146
d148,こもれび 抹茶ラテ 500ml,images/7f7e9066f9.svg,お茶,通常飲料棚,6,,147
d149,サンサン アイスコーヒー 1L,images/eb14012f71.svg,コーヒー,冷通常飲料,6,,148
d150,みらい トマトジュース 500ml,images/dec4302dbc.svg,ジュース,冷通常飲料,3,,149
d151,あさひ ミネラルウォーター 600ml,images/e728411365.svg,水,冷大型飲料,0,,150
d152,めぐみ コーラ風 500ml,images/0aa1c53d9b.svg,炭酸,冷通常飲料,0,,151
d153,あおぞら リンゴジュース 1L,images/803416b47f.svg,大型飲料,通常大型飲料,6,,152
d154,クリア スポーツドリンク 500ml,images/2721236035.svg,その他,通常飲料棚,3,,153
d155,つぼみ ジャスミン茶 500ml,images/5db1a0b167.svg,お茶,冷通常飲料,2,,154
d156,つぼみ 甘味カフェオレ 500ml,images/2b1dc58961.svg,コーヒー,冷通常飲料,3,,155
d157,そよかぜ オレンジジュース 500ml,images/065a3083b6.svg,ジュース,通常飲料棚,2,,156
d158,サンサン 天然水 2L,images/cd1e5eacd7.svg,水,通常飲料棚,0,,157
d159,ほのか コーラ風 500ml,images/4c725e9c36.svg,炭酸,通常飲料棚,0,,158
d160,しずく 緑茶 2L,images/17523fbc8b.svg,大型飲料,通常大型飲料,0,,159
d161,ゆいまーる イオン補給水 500ml,images/e0c0a844af.svg,その他,エンド中央,0,,160
d162,そよかぜ 麦茶 2L,images/8e9c79d247.svg,お茶,冷通常飲料,2,,161
d163,クリア ブラックコーヒー 500ml,images/22b09ab953.svg,コーヒー,通常飲料棚,1,,162
d164,あおぞら ミックスベリー 500ml,images/8ac1d5cd11.svg,ジュース,通常飲料棚,1,,163
d165,めぐみ 天然水 2L,images/f93ae2f408.svg,水,冷大型飲料,3,,164
d166,あさひ メロンソーダ 500ml,images/701f2c91ae.svg,炭酸,通常飲料棚,0,,165
d167,しずく スポーツ飲料 1L,images/7c14049426.svg,大型飲料,通常大型飲料,0,,166
d168,つぼみ 黒酢ドリンク 150ml,images/b0b06356d2.svg,その他,エンド中央,2,,167
d169,あおぞら 煎茶 525ml,images/d9320dcf5d.svg,お茶,冷通常飲料,0,,168
d170,しずく 甘味カフェオレ 500ml,images/4477e81262.svg,コーヒー,冷通常飲料,0,,169
